순번,변수,라벨,문항그룹,유형,결측률(%),고유값수,값설명,노트북사용
195,Q11_8A6,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,97.8,13,범위 0~20,O
196,Q11_2_1A7,문11-2-1. 당일형 산림휴양.복지활동 방문시기(시기),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),98.9,10,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
197,Q11_2_2A7,문11-2-2. 당일형 산림휴양.복지활동 방문시기(주간),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),98.9,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
198,Q11_3A7,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),98.9,69,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
199,Q11_4A7,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),98.9,8,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
200,Q11_4A7_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),자유응답,100.0,1,동호회,O
201,Q11_5A7,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,98.9,7,범위 1~16,O
202,Q11_6A7,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),98.9,5,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
203,Q11_6A7_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
204,Q11_7A7,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),98.9,5,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
205,Q11_7A7_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
206,Q11_8A7,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,98.9,13,범위 0~15,O
207,Q11_2_1A8,문11-2-1. 당일형 산림휴양.복지활동 방문시기(시기),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.2,7,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
208,Q11_2_2A8,문11-2-2. 당일형 산림휴양.복지활동 방문시기(주간),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.2,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
209,Q11_3A8,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.2,49,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
210,Q11_4A8,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.2,7,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
211,Q11_4A8_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),자유응답,100.0,1,동호회,O
212,Q11_5A8,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.2,6,범위 1~25,O
213,Q11_6A8,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.2,6,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
214,Q11_6A8_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
215,Q11_7A8,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.2,5,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
216,Q11_7A8_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
217,Q11_8A8,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.2,11,범위 0~15,O
218,Q11_2_1A9,문11-2-1. 당일형 산림휴양.복지활동 방문시기(시기),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.6,7,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
219,Q11_2_2A9,문11-2-2. 당일형 산림휴양.복지활동 방문시기(주간),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.6,3,1=주중; 2=주말; 3=공휴일(휴가 포함),O
220,Q11_3A9,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.6,30,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
221,Q11_4A9,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.6,7,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
222,Q11_4A9_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),자유응답,100.0,1,동호회,O
223,Q11_5A9,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.6,6,범위 1~20,O
224,Q11_6A9,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.6,4,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
225,Q11_6A9_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
226,Q11_7A9,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.6,4,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
227,Q11_7A9_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
228,Q11_8A9,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.6,11,범위 0~13,O
229,Q11_2_1A10,문11-2-1. 당일형 산림휴양.복지활동 방문시기(시기),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.7,6,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
230,Q11_2_2A10,문11-2-2. 당일형 산림휴양.복지활동 방문시기(주간),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.7,2,1=주중; 2=주말; 3=공휴일(휴가 포함),O
231,Q11_3A10,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.7,25,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
232,Q11_4A10,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.7,6,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
233,Q11_4A10_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),자유응답,100.0,1,동호회,O
234,Q11_5A10,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.7,6,범위 1~27,O
235,Q11_6A10,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.7,4,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
236,Q11_6A10_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
237,Q11_7A10,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.7,4,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
238,Q11_7A10_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
239,Q11_8A10,문11-8. 1회 기준 1인 평균 소비금액,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.7,8,범위 0~20,O
240,Q11_2_1A11,문11-2-1. 당일형 산림휴양.복지활동 방문시기(시기),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.8,4,1=1월; 2=2월; 3=3월; 4=4월; 5=5월; 6=6월; 7=7월; 8=8월; 9=9월; 10=10월; 11=11월; 12=12월,O
241,Q11_2_2A11,문11-2-2. 당일형 산림휴양.복지활동 방문시기(주간),Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.8,2,1=주중; 2=주말; 3=공휴일(휴가 포함),O
242,Q11_3A11,문11-3. 당일형 산림휴양.복지활동 방문지역,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.8,16,11010=서울 종로구; 11020=서울 중구; 11030=서울 용산구; 11040=서울 성동구; 11050=서울 광진구; 11060=서울 동대문구; 11070=서울 중랑구; 11080=서울 성북구; 11090=서울 강북구; 11100=서울 도봉구; 11110=서울 노원구; 11120=서울 은평구; 11130=서울 서대문구; 11140=서울 마포구; 11150=서울 양천구; 11160=서울 강서구; 11170=서울 구로구; 11180=서울 금천구; 11190=서울 영등포구; 11200=서울 동작구; 11210=서울 관악구; 11220=서울 서초구; 11230=서울 강남구; 11240=서울 송파구; 11250=서울 강동구; 21010=부산 중구; 21020=부산 서구; 21030=부산 동구; 21040=부산 영도구; 21050=부산 부산진구; …=외 231개,O
243,Q11_4A11,문11-4. 지역 선택 이유,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.8,3,"1=수려한 자연경관; 2=이동 및 교통의 편의성; 3=시설의 편리성, 쾌적성; 4=저렴한 여행경비; 5=다양한 볼거리, 즐길거리, 먹거리; 6=주변 관광지와의 연계성; 7=교육성(교육적 측면); 8=기타",O
244,Q11_4A11_ETC,문11-4. 지역 선택 이유_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
245,Q11_5A11,문11-5. 당일 일정 횟수,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),수치형,99.8,4,범위 1~20,O
246,Q11_6A11,문11-6. 동반유형,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.8,4,"1=혼자; 2=가족(부모, 배우자, 자녀, 형제); 3=친척; 4=친구/연인; 5=(직장)동료; 6=친목단체/모임(동호회, 종교단체 등); 7=학교 단체(소풍, 수학여행 등); 8=기타",O
247,Q11_6A11_ETC,문11-6. 동반유형_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
248,Q11_7A11,문11-7. 방문목적,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),범주형(코드),99.8,4,"1=휴양 및 휴식을 취하기 위해; 2=건강 증진을 위해; 3=질병 치유를 위해; 4=교육, 학습을 위해; 5=취미 및 레포츠 활동을 위해; 6=친목 활동을 위해; 7=기타",O
249,Q11_7A11_ETC,문11-7. 방문목적_기타내용,Q11. 당일형 방문기록 — 최대 15슬롯 (지역·횟수·동반·목적·소비),삭제됨(전량결측),100.0,0,,O
